ANO,NIVEL,CODMUNRES,POPRE_T,POPRC_T,POPRC_M,POPRC_F,POPRC_15,POPRC_15_49,POPRC_50,POPRC_F_15,POPRC_F_15_49,POPRC_F_50,IDHM_A,IDHM_CA,IDHM_CA_M,IDHM_CA_F,TN,TNRC,TNRCR,TGI_15,TGI_15_19,TGI_20_24,TGI_25_29,TGI_30_34,TGI_35_39,TGI_40_44,TGI_45_49,TGI_50,TGIF,IM_P25,IM_P50,IM_P75,IM_MD,IM_DP,EM_S,EM_FI,EM_FII,EM_M,EM_SI,EM_SC,TGRC_B,TGRC_PT,TGRC_A,TGRC_PD,TGRC_I,TGSC,TGCC,TGPRI,TGNPRI,TGU,TGG,TGD_22,TGD_22_27,TGD_28_31,TGD_32_36,TGD_37_41,TGD_42,TGD_PRT,TGD_AT,TGD_PST,DG_P25,DG_P50,DG_P75,DG_MD,DG_DP,TKC_NR,TKC_ID,TKC_IT,TKC_AD,TKC_MAD,TGPRG_S,TGPRG_N,TPV,TPC,TRAP_C,TRAP_P,TRAP_T,TGROB_1,TGROB_2,TGROB_3,TGROB_4,TGROB_5,TGROB_6,TGROB_7,TGROB_8,TGROB_9,TGROB_10,TNLOC_H,TNLOC_ES,TNLOC_D,TNLOC_O,TNLOC_AI,TRS_M,TRS_F,TRRC_B,TRRC_PT,TRRC_A,TRRC_PD,TRRC_I,TRP_BP,TRP_N,TRP_M,PESO_P25,PESO_P50,PESO_P75,PESO_MD,PESO_DP,TRPIG_P,TRPIG_A,TRPIG_G,TRAPG5_B,TRAPG5_N,APG5_MD,APG5_DP,TRAC,TRSAC,TO,TORC,TORCR,TO_NN,TO_N,TO_CB_I,TO_CB_N,TO_CB_C,TO_CB_R,TO_CB_O,TO_M,TO_F,TO_F_IF,TO_FT,TO_NT,TO_NT_P,TO_NT_T,TO_PNT,TO_MT_G,TONT_B,TONT_PT,TONT_A,TONT_PD,TONT_I,TO_MT,TO_MT_DG,TO_MT_PT,TO_MT_AB,TO_MT_42,TO_MT_43,TO_MT_P,TO_MT_P_I,TO_MT_P_ES,TO_MT_P_EFI,TO_MT_P_EFII,TO_MT_P_EM,TO_MT_P_ESI,TO_MT_P_ESC,POPR_RA,POPR_RE
2015,MUNICIPIO,330050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365,0,6,2,53,93,106,73,31,7,0,0,363,21,26,31,26.38082191780822,6.190666883741391,0,38,136,145,10,35,235,52,0,72,0,0,0,207,0,357,6,0,2,2,20,338,1,24,338,1,38,39,39,38.58126721763085,1.830038354426958,1,71,16,40,230,93,272,50,314,325,11,1,0,0,0,0,0,0,0,0,0,14,363,1,1,0,0,189,176,235,52,0,72,0,31,324,10,2840,3090,3410,3092.0657534246575,509.6212567534237,0,0,0,6,357,9.413223140495868,0.9519049364730824,4,353,195,0,0,13,182,6,36,63,21,56,0,0,0,0,3,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,0,26,7,91,135,120,99,53,11,0,0,509,20,26,31,25.96124031007752,6.768175788732698,2,26,127,251,31,76,249,86,0,170,0,0,0,283,0,502,14,3,4,7,41,414,30,55,414,30,38,39,40,38.44689378757515,2.7548215072648605,1,65,15,79,348,139,377,101,415,494,17,1,0,0,0,0,0,0,0,0,0,44,513,2,1,0,0,280,235,249,86,0,170,0,31,452,33,2905,3245,3571.25,3230.0717054263564,552.6336491638506,0,0,0,7,505,9.36328125,0.8375129610236388,2,512,311,0,0,26,285,13,38,100,40,94,0,0,0,0,5,5,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3095,0,170,21,558,845,709,584,299,78,1,0,3074,21,25,31,26.03909531502423,6.646496164836978,4,215,937,1432,174,305,1199,423,23,1387,9,0,0,1893,0,3030,54,0,7,23,326,2501,70,356,2501,70,38,39,40,38.468056030064915,2.117431093491331,8,857,216,249,1550,649,2446,1061,2026,2886,124,6,0,0,0,0,0,0,0,0,0,293,3048,32,13,2,0,1595,1500,1199,423,23,1387,9,249,2596,250,2950,3270,3595,3241.836510500808,594.230407669941,0,0,0,56,2984,9.264802631578949,0.9488105647867336,5,2913,1402,0,0,184,1218,57,257,353,165,386,0,0,0,0,16,13,3,12,0,5,0,0,10,0,2,0,0,0,2,0,2,2,0,1,0,0,0,0,NA,NA
2015,MUNICIPIO,330080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,0,21,6,192,241,172,165,90,18,1,0,879,20,25,31,25.519774011299436,6.7910727894883625,3,59,298,427,26,59,286,54,3,501,2,0,0,491,0,866,17,1,4,9,65,734,34,79,734,34,38,39,40,38.56670602125148,2.309908022126583,3,188,73,126,407,234,651,189,693,523,45,1,0,0,0,0,0,0,0,0,0,43,883,2,0,0,0,446,438,286,54,3,501,2,61,765,59,2970,3250,3550,3245.9197740112995,514.520926960694,0,0,0,6,875,9.296254256526677,0.8405069080934934,2,874,391,0,0,35,356,20,47,120,56,113,0,0,0,0,5,4,1,3,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,0,10,0,28,37,39,37,15,2,0,0,158,21,26,31,26.23417721518987,6.325731217287286,0,12,32,77,12,24,85,22,0,40,0,0,0,85,0,158,0,0,1,0,21,122,6,22,122,6,38,38,39,38.14666666666667,2.1090621557303098,1,26,7,11,91,83,75,2,153,153,4,0,0,0,0,0,0,0,0,0,0,21,158,0,0,0,0,94,64,85,22,0,40,0,11,141,6,2975,3265,3575,3251.5696202531644,457.9572250362606,0,0,0,2,151,9.287581699346406,0.8002730012345711,2,156,117,0,0,9,108,3,29,29,11,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,0,5,1,35,52,49,36,12,1,0,0,185,20,25,30,25.188172043010752,5.732983742036726,0,4,52,104,8,16,48,18,0,107,0,0,0,105,0,182,4,0,0,2,8,171,0,10,171,0,38,39,39,38.49723756906077,1.5692330376909365,1,36,9,16,97,186,0,49,137,169,8,0,0,0,0,0,0,0,0,0,0,9,185,0,0,1,0,106,80,48,18,0,107,0,6,169,11,2900,3200,3500,3212.1021505376343,468.8208385919432,0,0,0,1,176,9.35593220338983,0.7781690018096994,0,150,98,0,0,11,87,1,19,29,16,22,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,0,3,0,16,26,30,19,21,4,1,0,117,21,28,33,27.803418803418804,7.3311326172974125,0,6,44,60,0,7,38,25,0,53,0,0,0,76,0,116,0,0,0,0,8,104,5,8,104,5,38,39,40,38.92307692307692,1.5982417394827773,2,24,13,7,70,116,1,64,53,115,2,0,0,0,0,0,0,0,0,0,0,7,110,6,1,0,0,51,66,38,25,0,53,0,10,103,4,2895,3255,3540,3192.4017094017095,529.2067593436273,0,0,0,0,116,9.75,0.6167939547439613,1,115,59,0,0,6,53,1,8,26,3,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8229,0,111,109,1561,2062,1930,1562,820,175,9,1,8119,20,25,31,25.918459108032568,6.754104300208182,26,500,2796,3515,298,1017,2149,367,9,2934,5,0,0,4760,0,8016,160,8,52,99,895,6057,250,1054,6057,250,38,39,40,38.2287732645021,2.465488581049427,141,1496,379,501,3866,92,8137,2840,5350,4505,383,11,0,0,0,0,0,0,0,0,0,661,8219,3,5,1,0,4215,4014,2149,367,9,2934,5,767,7082,380,2890,3210,3520,3166.057358123709,570.5650862205601,0,0,0,51,4132,8.972029643796319,0.7650494662920726,34,7863,3944,0,0,447,3497,206,605,925,522,1239,0,0,0,0,104,72,32,41,6,50,6,0,33,0,8,6,1,0,1,0,8,8,0,4,4,0,0,0,NA,NA
2015,MUNICIPIO,330110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,0,15,3,59,70,63,64,15,5,1,0,277,20,25,31,25.5,6.501722958854195,0,19,71,144,15,29,118,69,0,81,0,0,0,156,0,273,7,0,3,5,32,226,11,40,226,11,37,38,39,37.96750902527076,2.6856486418806984,0,52,6,11,200,33,247,43,237,248,7,1,0,0,0,0,0,0,0,0,0,26,280,0,0,0,0,137,143,118,69,0,81,0,36,239,5,2750,3077.5,3350,3008.0214285714287,574.7445867870028,0,0,0,7,272,9.057347670250897,0.8795895815253874,1,268,183,0,0,20,163,6,25,67,17,48,0,0,0,0,8,7,1,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,0,0,1,25,43,41,25,11,3,0,0,148,21,25,30,25.65771812080537,6.108005172744824,0,13,37,73,5,20,57,5,0,50,0,0,0,89,0,147,2,0,2,2,8,122,2,12,122,2,38,39,39,38.11764705882353,2.4827070754839267,1,21,4,7,99,149,0,30,119,102,6,0,0,0,0,0,0,0,0,0,0,7,149,0,0,0,0,72,77,57,5,0,50,0,12,130,7,2925,3170,3455,3152.6979865771814,542.5049720123134,0,0,0,1,97,9.23469387755102,0.8097475794569292,0,147,88,0,0,7,81,4,13,19,8,37,0,0,0,0,3,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,0,6,2,43,61,50,48,20,3,2,0,227,20,25,31,25.82532751091703,6.7482983886507375,0,11,67,114,7,30,101,65,0,63,0,0,0,129,0,219,9,0,0,2,20,204,3,22,204,3,38,39,39,38.48908296943232,1.824807977669591,2,34,7,12,171,16,213,27,202,224,3,0,0,0,0,0,0,0,0,0,0,16,228,0,1,0,0,121,108,101,65,0,63,0,16,205,8,2920,3190,3430,3170.515283842795,519.7791501175847,0,0,0,4,224,9.62719298245614,0.9693801178144584,2,227,139,0,0,11,128,4,27,40,18,39,0,0,0,0,3,3,0,0,1,2,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,NA,NA
2015,MUNICIPIO,330130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,0,26,5,105,159,156,115,66,10,0,0,611,21,26,31,26.107142857142858,6.4423558498915465,1,21,167,332,27,65,230,69,7,284,0,0,0,382,0,605,10,0,2,5,64,453,20,71,453,20,38,39,40,38.37132352941177,2.2467462239763067,5,163,39,34,296,269,347,119,497,571,16,0,0,0,0,0,0,0,0,0,0,57,591,24,1,0,0,311,305,230,69,7,284,0,45,539,32,2930,3237.5,3581.25,3218.785714285714,554.9458916190432,0,0,0,8,603,9.433715220949264,0.9090307091860828,7,494,273,0,0,28,245,14,37,70,37,87,0,0,0,0,6,5,1,4,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286,0,4,5,54,92,70,39,21,5,0,0,281,20,24,29,24.825174825174827,6.090907442910362,0,14,62,169,9,24,93,38,0,135,0,0,0,181,0,277,8,0,2,0,17,254,3,18,253,3,38,39,39,38.441605839416056,1.807154780544516,1,53,13,10,184,283,3,74,212,250,21,0,0,0,0,0,0,0,0,0,0,15,284,0,0,2,0,155,131,95,38,0,136,0,25,247,14,2852.5,3150,3500,3149.055944055944,525.4623397956238,0,0,0,6,271,9.303249097472923,1.0153300951997757,0,237,154,0,0,23,131,4,23,35,20,49,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,NA,NA
2015,MUNICIPIO,330150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,0,9,0,49,54,49,50,34,6,1,0,243,20.5,26,32,26.703703703703702,7.058394763621433,0,8,62,129,9,31,130,59,0,49,0,0,0,133,0,234,6,1,0,1,28,168,11,30,168,11,37,39,40,38.32057416267943,2.5715917802281365,1,27,24,13,156,113,130,39,204,226,8,0,0,0,0,0,0,0,0,0,0,25,243,0,0,0,0,127,116,130,59,0,49,0,31,205,7,2800,3060,3400,3050.893004115226,567.3350243259166,0,0,0,1,238,9.334728033472803,0.8432175206125435,1,229,166,0,0,12,154,3,36,47,10,58,0,0,0,0,2,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,0,6,0,25,37,33,29,15,6,0,0,145,22,27,32,26.744827586206895,6.763648044206646,0,13,53,62,3,13,80,27,0,36,0,0,0,90,0,143,0,0,0,0,13,125,3,13,125,3,38,38,39,38.340425531914896,1.5576070806301503,0,26,17,29,71,76,69,12,131,133,2,1,0,0,0,0,0,0,0,0,0,11,145,0,0,0,0,79,66,80,27,0,36,0,7,134,4,2860,3108,3354,3122.020689655172,453.41159662921547,0,0,0,0,143,9.615384615384617,0.5556759229181544,0,142,70,0,0,9,61,2,13,18,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14344,0,652,144,2837,3813,3293,2555,1390,300,11,1,14199,20,25,31,25.723159509202453,6.713235868796383,19,665,4397,7616,542,1007,3341,2226,41,8630,12,0,0,8557,0,14096,246,4,74,149,1153,12760,162,1380,12760,162,38,39,40,38.44735002097609,2.0545980021767183,500,4306,1160,1215,6871,4828,9516,7268,7067,13802,433,20,0,0,0,0,0,0,0,0,0,1147,14268,14,40,22,0,7320,7024,3341,2226,41,8630,12,1258,12336,750,2880,3205,3520,3173.4897518126045,565.4891797768045,0,0,0,165,14110,9.039719789842382,0.747068385559697,131,14168,6281,0,0,639,5642,373,902,1924,822,1621,0,0,0,0,126,90,36,59,5,35,4,0,85,0,15,5,0,1,9,0,15,15,0,5,9,1,0,0,NA,NA
2015,MUNICIPIO,330180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,0,6,1,23,30,42,34,11,2,0,0,142,22.5,27,31,26.41958041958042,6.077449181614509,0,6,24,95,7,11,60,11,0,70,1,0,0,76,0,139,4,0,1,1,16,123,1,18,123,1,38,38,39,38.232394366197184,2.089030767006544,0,27,6,8,88,142,1,40,103,141,2,0,0,0,0,0,0,0,0,0,0,14,142,0,1,0,0,69,74,60,11,0,70,1,13,129,1,2825,3115,3407.5,3099.6853146853146,463.43146658318585,0,0,0,3,140,9.258741258741258,0.8616499625332875,1,142,132,0,0,7,125,4,10,46,21,44,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733,0,17,6,116,224,166,130,74,17,0,0,727,21,25,31,25.939972714870397,6.531905595585182,1,41,218,384,23,50,232,144,4,284,0,0,0,458,0,720,12,0,0,7,54,547,16,61,547,16,38,39,40,38.58173076923077,1.9421123888513103,7,157,45,46,352,352,381,276,454,544,16,1,0,0,0,0,0,0,0,0,0,38,731,0,0,2,0,356,377,232,144,4,284,0,57,635,41,2955,3250,3570,3236.024556616644,533.1628939895352,0,0,0,11,718,9.35665294924554,0.9118196946157884,4,713,379,0,0,45,334,18,58,107,42,109,0,0,0,0,3,3,0,1,0,1,0,0,2,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,NA,NA
2015,MUNICIPIO,330187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,0,19,6,57,81,78,59,31,8,0,0,314,20,25,31,25.865625,6.844264439733691,0,10,90,173,25,22,114,43,3,148,1,0,0,180,0,313,6,1,3,3,35,248,25,42,248,25,38,39,40,38.60634920634921,2.852637231936375,0,78,17,27,179,320,0,155,165,302,14,0,0,0,0,0,0,0,0,0,0,38,319,0,1,0,0,167,153,114,43,3,148,1,30,271,19,2973.75,3230,3590,3212.734375,604.6508213362113,0,0,0,8,284,9.273972602739724,1.0018577105053614,2,315,216,0,0,19,197,10,31,69,21,66,0,0,0,0,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3449,0,114,24,641,951,861,582,328,60,2,0,3425,20,25,30,25.715569730356624,6.460615419347981,8,154,1141,1758,120,254,890,215,3,2301,2,0,0,2054,0,3369,77,0,13,16,235,3105,51,264,3105,51,38,39,40,38.68011695906433,1.8593453792436003,19,688,236,364,2071,2178,1271,1282,2166,3371,54,3,0,0,0,0,0,0,0,0,0,221,3429,7,8,5,0,1758,1690,890,215,3,2301,2,277,2989,182,2900,3207.5,3530,3193.0449535962875,548.8978079812947,0,0,0,43,3383,9.221833041447752,0.8637732347218294,28,3407,1665,0,0,194,1471,99,216,435,153,568,0,0,0,0,28,23,5,14,1,9,3,0,12,0,4,1,0,0,3,0,4,4,0,1,2,0,0,0,NA,NA
2015,MUNICIPIO,330200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,0,109,15,364,535,466,356,148,31,2,0,1902,20,25,30,25.557642149191445,6.450100763989111,9,94,523,1100,76,106,561,181,14,1145,3,0,0,1170,0,1884,32,2,16,18,185,1608,68,221,1608,68,38,39,40,38.46389035318925,2.4649201775396543,23,525,190,179,846,1080,837,751,1165,1779,69,16,0,0,0,0,0,0,0,0,0,192,1911,1,5,0,0,967,950,561,181,14,1145,3,158,1656,103,2910,3215,3550,3192.278038601982,579.6073993423059,0,0,0,23,1887,9.119895287958116,0.7860571182271384,11,1884,901,0,0,132,769,57,129,277,103,203,0,0,0,0,24,21,3,4,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,0,3,0,28,45,46,37,17,4,0,0,177,22,26,31,26.57627118644068,6.313414802743014,0,2,40,104,5,26,124,13,0,38,0,0,0,93,0,176,1,0,0,1,8,168,0,9,168,0,38,39,39,38.36158192090395,1.1353282391363213,3,22,2,20,125,177,0,4,173,172,4,0,0,0,0,0,0,0,0,0,0,9,176,0,0,1,0,99,78,124,13,0,38,0,11,160,6,2880,3150,3420,3164.858757062147,457.0713433279625,0,0,0,1,175,9.454545454545457,0.6574251228906546,0,177,100,0,0,10,90,3,25,24,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,0,12,1,50,73,91,57,30,10,1,0,312,21,26,31,26.58785942492013,6.823280723107408,0,18,92,144,10,48,203,50,1,55,0,0,0,173,0,306,7,0,0,5,21,276,5,26,276,5,38,39,39,38.40065146579805,1.7838416626688969,0,68,31,69,136,80,233,12,301,298,10,0,0,0,0,0,0,0,0,0,0,22,312,1,0,0,0,164,149,203,50,1,55,0,25,275,13,2975,3235,3510,3215.3418530351437,509.6539814804383,0,0,0,5,307,9.759615384615383,0.8542896371086531,1,300,243,0,0,27,216,9,34,73,34,66,0,0,0,0,3,1,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1194,0,47,10,193,309,306,249,107,20,0,0,1184,21,26,31,26.172529313232832,6.352620817441239,3,43,253,595,54,242,518,205,0,469,0,0,0,657,0,1158,36,3,8,13,89,1069,8,113,1069,8,38,39,39,38.33445378151261,2.227756586126371,3,111,67,132,864,16,1178,168,1026,1139,49,3,0,0,0,0,0,0,0,0,0,86,1190,0,4,0,0,628,566,518,205,0,469,0,108,1037,49,2869,3195,3510,3146.5896147403687,592.8963523130368,0,0,0,11,1180,9.499580184718724,0.8781903614831938,6,1187,789,0,0,71,718,43,134,227,121,193,0,0,0,0,11,8,3,0,0,3,0,0,8,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,NA,NA
2015,MUNICIPIO,330225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,0,18,5,67,99,109,92,36,14,1,0,418,21,26,32,26.513002364066192,6.658864043388754,1,17,98,225,23,58,210,42,0,165,0,0,0,248,0,414,9,0,1,6,45,345,16,52,345,16,38,39,40,38.33414043583535,2.2327486542478177,1,64,24,29,251,343,80,98,325,400,17,1,0,0,0,0,0,0,0,0,0,40,422,0,1,0,0,221,202,210,42,0,165,0,35,363,25,2827.5,3140,3447.5,3125.1560283687945,569.1757108446111,0,0,0,6,417,9.170212765957446,1.105506125485487,3,420,177,0,0,21,156,10,33,45,21,47,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1646,0,83,20,378,512,373,233,110,20,0,0,1626,20,24,29,24.534021871202917,6.217027054410012,5,80,535,922,51,49,199,189,6,1239,0,0,0,992,0,1619,27,1,12,24,153,1372,41,190,1372,41,38,39,40,38.426699937616966,2.402419873816006,16,463,147,179,796,1635,11,843,799,1612,26,0,0,0,0,0,0,0,0,0,0,161,1626,2,11,7,0,830,816,199,189,6,1239,0,141,1416,89,2884.25,3202.5,3500,3168.5206561360874,560.8646292999875,0,0,0,19,1596,9.104024767801858,0.7360953277126216,9,1630,701,0,0,100,601,28,74,211,80,208,0,0,0,0,16,13,3,11,0,1,0,0,13,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,NA,NA
2015,MUNICIPIO,330230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,0,8,2,22,32,23,13,3,1,0,0,94,19.75,23.5,28,24.0625,6.017190286784058,0,7,36,39,7,6,25,25,0,43,0,0,0,53,0,92,4,0,1,0,13,82,0,14,82,0,37,38,39,37.822916666666664,2.370852796454504,0,23,4,8,53,27,69,10,86,85,1,0,0,0,0,0,0,0,0,0,0,14,96,0,0,0,0,58,38,25,25,0,43,0,4,85,7,2995,3307.5,3550,3279.96875,503.0646385824641,0,0,0,1,95,9.791666666666666,0.6141603882180455,0,96,76,0,0,8,68,1,14,33,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4246,0,151,46,689,984,1130,905,406,81,5,0,4200,21,26,31,26.371172868582196,6.483012713388633,4,132,1041,2191,209,620,1695,555,6,1888,3,0,0,2493,0,4158,82,3,24,49,431,3369,144,507,3369,144,38,39,40,38.36641791044776,2.3847021374016513,12,823,228,229,2491,165,4081,1111,3131,3927,85,6,0,0,0,0,0,0,0,0,0,421,4219,13,8,4,0,2207,2039,1695,555,6,1888,3,370,3635,241,2905,3220,3540,3195.1139896373056,560.6770198360249,0,0,0,49,4178,9.360775964040691,0.8885900090444828,11,2690,1232,0,0,220,1012,70,223,314,136,269,0,0,0,0,36,26,10,13,0,19,1,0,15,0,2,0,0,0,2,0,2,2,0,1,0,1,0,0,NA,NA
2015,MUNICIPIO,330245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,0,12,0,19,19,38,25,20,2,0,0,123,22,28,33,27.609756097560975,6.5956196919131,0,5,25,70,10,13,45,38,0,36,0,0,0,73,0,116,6,0,3,1,18,94,1,22,94,1,37,38,39,37.64102564102564,2.9840424400165,0,29,13,8,69,123,0,16,107,107,6,0,0,0,0,0,0,0,0,0,0,17,123,0,0,0,0,68,55,45,38,0,36,0,12,106,5,2850,3100,3375,3051.6260162601625,634.0891543868645,0,0,0,4,119,8.934959349593496,1.2658168968562502,1,121,62,0,0,4,58,5,12,25,4,12,0,0,0,0,3,3,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,NA,NA
2015,MUNICIPIO,330250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3644,0,107,32,668,1016,894,633,320,77,4,0,3612,20,25,30,25.746706915477496,6.538494524421682,13,172,1073,2026,106,230,1035,376,3,2194,0,0,0,2162,0,3577,67,0,14,33,210,3322,30,257,3322,30,38,39,39,38.42865059573289,1.788411012355219,32,893,265,358,1992,2233,1411,1707,1936,3468,121,5,0,0,0,0,0,0,0,0,0,211,3577,57,3,7,0,1884,1760,1035,376,3,2194,0,281,3156,207,2920,3240,3550,3208.2401207464327,553.5492117815214,0,0,0,40,3597,9.063513885070114,0.6985621513930289,33,3596,1969,0,0,208,1761,109,274,642,277,459,0,0,0,0,32,19,13,21,1,11,2,0,19,0,2,1,0,0,1,0,2,2,0,2,0,0,0,0,NA,NA
2015,MUNICIPIO,330260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529,0,24,5,105,152,116,89,48,14,0,0,524,20,25,31,25.66162570888469,6.720393967569,0,29,159,242,29,61,190,40,0,280,0,0,0,315,0,516,8,3,7,6,46,417,16,62,417,16,38,39,40,38.24848484848485,2.9394828525710848,5,159,28,25,180,255,274,154,370,471,39,0,0,0,0,0,0,0,0,0,0,51,528,0,1,0,0,289,240,190,40,0,280,0,31,456,42,2960,3250,3550,3248.648393194707,553.099884468545,0,0,0,6,520,9.38212927756654,0.859891482864609,10,452,311,0,0,36,275,9,57,76,34,99,0,0,0,0,7,6,1,2,0,2,0,0,4,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,NA,NA
2015,MUNICIPIO,330270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1884,0,51,10,314,423,412,445,223,51,6,0,1874,21,27,32,26.932059447983015,6.86959573173278,2,87,448,913,117,303,805,69,2,965,0,0,0,1073,0,1844,39,0,13,24,168,1494,55,205,1494,55,38,39,39,38.39338654503991,2.3702572405017275,12,347,105,114,1141,1226,658,516,1368,1794,47,2,0,0,0,0,0,0,0,0,0,174,1882,0,2,0,0,936,948,805,69,2,965,0,167,1625,92,2895,3195,3500,3159.4474522292994,572.5228762809282,0,0,0,13,1243,9.29936305732484,0.8323343501711249,9,1855,1039,0,0,128,911,44,200,292,94,281,0,0,0,0,15,10,5,7,1,7,1,0,7,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,NA,NA
